片名,年代,产地,类别,豆瓣评分,迅雷下载链接
The Devotion of Suspect X,2017,中国,犯罪/悬疑,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8270/[阳光电影www.ygdy8.com].嫌疑人X的献身.HD.720p.国语中字.mkv
超凡战队,2017,美国/中国香港/加拿大,动作/科幻/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8282/[阳光电影www.ygdy8.com].超凡战队.BD.720p.中英双字幕.mkv
春娇救志明,2017,中国香港/中国,剧情/喜剧/爱情,7.5,ftp://ygdy8:ygdy8@yg77.dydytt.net:8019/[阳光电影www.ygdy8.com].春娇救志明.HD.720p.国粤双语中字.mkv
异星觉醒,2017,美国,科幻/惊悚/恐怖,0,ftp://ygdy8:ygdy8@yg77.dydytt.net:8018/[阳光电影www.ygdy8.com].异星觉醒.BD.720p.中英双字幕.mkv
贝尔科实验,2017,美国,动作/惊悚,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9238/[阳光电影www.ygdy8.com].贝尔科实验.BD.720p.中英双字幕.mkv
Duck weed,2017,0,剧情/喜剧,7.0,ftp://ygdy8:ygdy8@y219.dydytt.net:8276/[阳光电影www.ygdy8.com].乘风破浪.BD.720p.国语中字.mkv
一万公里的约定,2016,0,剧情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9279/[阳光电影www.ygdy8.com].一万公里的约定.BD.720p.国语中字.mkv
摔跤吧！爸爸,2016,印度,剧情/传记/运动,9.2,ftp://ygdy8:ygdy8@yg42.dydytt.net:8033/[阳光电影www.ygdy8.com].摔跤吧！爸爸.BD.720p.中英双字幕.mkv
纽约纽约,2016,0,剧情/爱情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8274/[阳光电影www.ygdy8.com].纽约纽约.BD.720p.国语中字.mkv
This Is Not What I Expected,2017,中国,喜剧/爱情,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:7030/[阳光电影www.ygdy8.com].喜欢你.HD.720p.国语中字.mkv
没有秘密,2016,韩国,惊悚,0,ftp://ygdy8:ygdy8@yg77.dydytt.net:8015/[阳光电影www.ygdy8.com].沒有秘密.HD.720p.韩语中字.mkv
疾速特攻,2017,美国,动作/犯罪/惊悚,7.7,ftp://ygdy8:ygdy8@yg77.dydytt.net:7014/[阳光电影www.ygdy8.com].疾速特攻.BD.720p.中英双字幕.mkv
Mr. Pride vs Miss Prejudice,2017,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9237/[阳光电影www.ygdy8.com].傲娇与偏见.HD.720p.国语中字.mkv
猎捕,2015,英国,纪录,9.8,ftp://ygdy8:ygdy8@y153.dydytt.net:8264/[阳光电影www.ygdy8.com].猎捕(第1集).BD.720p.中英双字幕.mkv
战争机器,2017,美国,剧情/喜剧,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:8025/[阳光电影www.ygdy8.com].战争机器.BD.720p.中英双字幕.mkv
救命解药,2016,美国/德国,悬疑/惊悚,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:7027/[阳光电影www.ygdy8.com].救命解药.BD.720p.中英双字幕.mkv
猜火车2,2017,英国,剧情,8.5,ftp://ygdy8:ygdy8@yg77.dydytt.net:7013/[阳光电影www.ygdy8.com].猜火车2.BD.720p.中英双字幕.mkv
疾速特攻,2017,美国,动作/犯罪/惊悚,7.7,ftp://ygdy8:ygdy8@yg77.dydytt.net:7011/[阳光电影www.ygdy8.com].疾速特攻.HD.720p.中英双字幕.rmvb
合约男女,2017,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:7025/[阳光电影www.ygdy8.com].合约男女.BD.720p.国粤双语中字.mkv
猜火车2,2017,英国,剧情,8.5,ftp://ygdy8:ygdy8@yg42.dydytt.net:7024/[阳光电影www.ygdy8.com].猜火车2.HD.720p.中英双字幕.rmvb
帕特森,2016,美国/法国/德国,剧情,8.0,ftp://ygdy8:ygdy8@y219.dydytt.net:8267/[阳光电影www.ygdy8.com].帕特森.BD.720p.中英双字幕.mkv
金刚狼3：殊死一战,2017,美国,剧情/动作/科幻,8.3,ftp://ygdy8:ygdy8@yg42.dydytt.net:7023/[阳光电影www.ygdy8.com].金刚狼3.BD.720p.中英双字幕.mkv
声之形,2016,日本,剧情/爱情/动画,7.9,ftp://ygdy8:ygdy8@y219.dydytt.net:8266/[阳光电影www.ygdy8.com].声之形.BD.720p.日语中字.mkv
乐高蝙蝠侠大电影,2017,美国,喜剧/动作/动画/冒险,8.1,ftp://ygdy8:ygdy8@yg77.dydytt.net:8009/[阳光电影www.ygdy8.com].乐高蝙蝠侠大电影.HD.720p.国语中字.mkv
美女与野兽,2017,美国,爱情/奇幻/歌舞,7.4,ftp://ygdy8:ygdy8@yg77.dydytt.net:7009/[阳光电影www.ygdy8.com].美女与野兽.BD.720p.国英双语.中英双字幕.mkv
陋室,2017,美国,剧情/奇幻,0,ftp://ygdy8:ygdy8@yg77.dydytt.net:8008/[阳光电影www.ygdy8.com].陋室.BD.720p.中英双字幕.mkv
忽然七日,2017,美国,剧情/悬疑,0,ftp://ygdy8:ygdy8@yg77.dydytt.net:7008/[阳光电影www.ygdy8.com].忽然七日.BD.720p.中英双字幕.mkv
Extraordinary Mission,2017,0,剧情/动作/犯罪,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8265/[阳光电影www.ygdy8.com].非凡任务.HD.720p.国语中字.mkv
You Wan Mei Wan,2017,0,剧情/喜剧,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:7020/[阳光电影www.ygdy8.com].有完没完.HD.720p.国语中字.mkv
The Village of No Return,2017,0,剧情/喜剧/奇幻/古装,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:8021/[阳光电影www.ygdy8.com].健忘村.BD.720p.国语中字.mkv
金刚狼3：殊死一战,2017,美国,剧情/动作/科幻,8.3,ftp://ygdy8:ygdy8@y219.dydytt.net:8263/[阳光电影www.ygdy8.com].金刚狼3：殊死一战.HD.720p.中英双字幕.rmvb
摔跤吧！爸爸,2016,印度,剧情/传记/运动,9.2,ftp://ygdy8:ygdy8@y219.dydytt.net:8261/[阳光电影www.ygdy8.com].摔跤吧！爸爸.HD.720x404.中文字幕.mkv
The Missing,2017,中国/中国台湾/中国香港,动作/犯罪,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9236/[阳光电影www.ygdy8.com].绑架者.HD.720p.国语中字.mkv
沃伦,2016,波兰,剧情/历史/爱情/战争,9.0,ftp://ygdy8:ygdy8@y219.dydytt.net:8260/[阳光电影www.ygdy8.com].沃伦.BD.720p.中英双字幕.mkv
欢乐好声音,2016,0,喜剧/动画/歌舞,8.3,ftp://ygdy8:ygdy8@y153.dydytt.net:9235/[阳光电影www.ygdy8.com].欢乐好声音.BD.720p.国粤英三语.中英双字幕.mkv
长城,2016,0,剧情/动作/奇幻/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8259/[阳光电影www.ygdy8.com].长城.BD.720p.中英双字幕.mkv
杰出公民,2016,阿根廷/西班牙,剧情/喜剧,8.5,ftp://ygdy8:ygdy8@yg42.dydytt.net:7017/[阳光电影www.ygdy8.com].杰出公民.BD.720p.中文字幕.mkv
冲天火,2016,0,动作/悬疑,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:8016/[阳光电影www.ygdy8.com].冲天火.BD.720p.国粤双语中字.mkv
0,2017,0,0,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9268/[阳光电影www.ygdy8.com].西游伏妖篇.BD.720p.国粤双语中字.mkv
极限特工3：终极回归,2017,0,动作/冒险,0,ftp://ygdy8:ygdy8@yg32.dydytt.net:7013/[阳光电影www.ygdy8.com].极限特工3：终极回归.BD.720p.中英双字幕.mkv
辛普森：美国制造,2016,0,传记/犯罪/纪录,9.5,ftp://ygdy8:ygdy8@yg16.dydytt.net:7002/[阳光电影www.ygdy8.com].辛普森：美国制造.第1集.BD.720p.中英双字幕.mkv
世界之外,2017,0,剧情/爱情/科幻/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9266/[阳光电影www.ygdy8.com].世界之外.HD.720p.中英双字幕.mkv
Kung Fu Yoga,2017,0,喜剧/动作/冒险,0,ftp://ygdy8:ygdy8@yg77.dydytt.net:7002/[阳光电影www.ygdy8.com].功夫瑜伽.BD.720p.国语中字.mkv
爱乐之城,2016,0,剧情/爱情/歌舞,8.4,ftp://ygdy8:ygdy8@yg77.dydytt.net:8003/[阳光电影www.ygdy8.com].爱乐之城.BD.720p.中英双字幕.mkv
夜色人生,2016,0,剧情/犯罪,0,ftp://ygdy8:ygdy8@yg16.dydytt.net:8002/[阳光电影www.ygdy8.com].夜色人生.BD.720p.中英双字幕.mkv
密探,2016,0,剧情/动作/惊悚,0,ftp://ygdy8:ygdy8@yg73.dydytt.net:8008/[阳光电影www.ygdy8.com].密探.BD.720p.韩语中字.mkv
桑迪,2017,0,喜剧,0,ftp://ygdy8:ygdy8@yg32.dydytt.net:8008/[阳光电影www.ygdy8.com].桑迪.BD.720p.中英双字幕.mkv
A Nail Clipper Romance,2017,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8256/[阳光电影www.ygdy8.com].指甲刀人魔.HD.720p.国语中字.mkv
沙堡,2017,0,剧情/战争,7.0,ftp://ygdy8:ygdy8@yg77.dydytt.net:8002/[阳光电影www.ygdy8.com].沙堡.BD.720p.中英双字幕.mkv
The Summer Is Gone,2016,0,剧情,7.3,ftp://ygdy8:ygdy8@y219.dydytt.net:8254/[阳光电影www.ygdy8.com].八月.HD.720p.国语中字.mkv
金矿,2016,0,剧情/惊悚/冒险,0,ftp://ygdy8:ygdy8@yg32.dydytt.net:8007/[阳光电影www.ygdy8.com].金矿.BD.720p.中英双字幕.mkv
一条狗的使命,2017,0,剧情/喜剧/家庭,7.7,ftp://ygdy8:ygdy8@yg73.dydytt.net:8007/[阳光电影www.ygdy8.com].一条狗的使命.BD.720p.中英双字幕.mkv
逃出绝命镇,2017,0,悬疑/恐怖,7.9,ftp://ygdy8:ygdy8@yg42.dydytt.net:8008/[阳光电影www.ygdy8.com].逃出绝命镇.HD.720p.英语中字.mkv
Lord of Shanghai,2016,0,剧情/动作/爱情,0,ftp://ygdy8:ygdy8@yg73.dydytt.net:7004/[阳光电影www.ygdy8.com].上海王.HD.720p.国语中字.mkv
0,2017,0,0,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8261/[阳光电影www.ygdy8.com].西游伏妖篇.HD.720p.国语中字.mkv
Da Ming Jin Yi Wei,2016,0,爱情/武侠/古装,5.3,ftp://ygdy8:ygdy8@yg32.dydytt.net:7007/[阳光电影www.ygdy8.com].大明锦衣卫.HD.720p.国语中字.mkv
The Dream Journey,2017,0,剧情/动作/奇幻,3.5,ftp://ygdy8:ygdy8@yg32.dydytt.net:7007/[阳光电影www.ygdy8.com].大梦西游2铁扇公主.HD.720p.国语中字.mkv
藩篱,2016,0,剧情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8252/[阳光电影www.ygdy8.com].藩篱.BD.720p.中英双字幕.mkv
怒,2016,0,剧情/爱情/悬疑,8.0,ftp://ygdy8:ygdy8@y153.dydytt.net:8260/[阳光电影www.ygdy8.com].怒.BD.720p.日语中字.mkv
长城,2016,0,剧情/动作/奇幻/冒险,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8010/[阳光电影www.ygdy8.com].长城.BD.720p.中英双字幕.rmvb
Cook Up a Storm,2017,0,剧情/动作,0,ftp://ygdy8:ygdy8@yg32.dydytt.net:7006/[阳光电影www.ygdy8.com].决战食神.BD.720p.国粤双语中字.mkv
Rail road Tigers,2016,0,喜剧/动作,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9234/[阳光电影www.ygdy8.com].铁道飞虎.BD.720p.国语中字.mkv
爱乐之城,2016,0,剧情/爱情/歌舞,8.4,ftp://ygdy8:ygdy8@y153.dydytt.net:9233/[阳光电影www.ygdy8.com].爱乐之城.HD.720p.中英双字幕.rmvb
比海更深,2016,0,剧情/家庭,8.6,ftp://ygdy8:ygdy8@yg32.dydytt.net:7005/[阳光电影www.ygdy8.com].比海更深.BD.720p.日语中字.mkv
终极斗士4,2016,0,剧情/动作,8.1,ftp://ygdy8:ygdy8@yg73.dydytt.net:7003/[阳光电影www.ygdy8.com].终极斗士4.HD.720p.中英双字幕.mkv
合约男女,2017,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8007/[阳光电影www.ygdy8.com].合约男女.HD.720p.国语中字.mkv
蝙蝠侠大战超人：正义黎明,2016,0,动作/科幻/奇幻/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8259/[阳光电影www.ygdy8.com].蝙蝠侠大战超人：正义黎明.BD.720p.国英双语.中英双字幕.mkv
Cook Up a Storm,2017,0,剧情/动作,0,ftp://ygdy8:ygdy8@yg73.dydytt.net:7002/[阳光电影www.ygdy8.com].决战食神.HD.720p.国语中字.mkv
分裂,2016,0,惊悚/恐怖,7.3,ftp://ygdy8:ygdy8@yg42.dydytt.net:7005/[阳光电影www.ygdy8.com].分裂.BD.720p.中英双字幕.mkv
看不见的客人,2016,西班牙,剧情/犯罪/悬疑/惊悚,8.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8193/阳光电影www.ygdy8.com.看不见的客人.BD.720p.国西双语中英双字.mkv
绝命荒漠,2016,0,剧情/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9262/[阳光电影www.ygdy8.com].绝命荒漠.BD.720p.中英双字幕.mkv
隧道,2016,0,剧情,7.6,ftp://ygdy8:ygdy8@yg42.dydytt.net:7004/[阳光电影www.ygdy8.com].隧道.BD.720p.韩语中字.mkv
0,2016,0,0,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9229/[阳光电影www.ygdy8.com].新哥斯拉.BD.720p.日语中字.mkv
完美陌生人,2016,0,剧情/喜剧,8.6,ftp://ygdy8:ygdy8@yg42.dydytt.net:8004/[阳光电影www.ygdy8.com].完美陌生人.BD.720p.中文字幕.mkv
Duck weed,2017,0,剧情/喜剧,7.0,ftp://ygdy8:ygdy8@y153.dydytt.net:9225/[阳光电影www.ygdy8.com].乘风破浪.HD.720p.国语中字.mkv
西葫芦的生活,2016,0,动画,8.4,ftp://ygdy8:ygdy8@y219.dydytt.net:8250/[阳光电影www.ygdy8.com].西葫芦的生活.BD.720p.中英双字幕.mkv
怪兽卡车,2016,0,喜剧/动作/科幻/动画/冒险,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:8003/[阳光电影www.ygdy8.com].怪兽卡车.BD.720p.中英双字幕.mkv
BuddiesinIndia,2017,0,喜剧/动作/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8258/[阳光电影www.ygdy8.com].大闹天竺.HD.1080p.国语中字.mp4
推销员,2016,0,剧情/悬疑,7.7,ftp://ygdy8:ygdy8@yg42.dydytt.net:8002/[阳光电影www.ygdy8.com].推销员.BD.720p.中文字幕.mkv
隐藏人物,2016,0,剧情/传记/历史,8.6,ftp://ygdy8:ygdy8@yg42.dydytt.net:7001/[阳光电影www.ygdy8.com].隐藏人物.BD.720p.中英双字幕.mkv
Kung Fu Yoga,2017,0,喜剧/动作/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8256/[阳光电影www.ygdy8.com].功夫瑜伽.HD.720p.国语中字.mkv
生化危机：终章,2016,0,动作/科幻/惊悚/恐怖,0,ftp://ygdy8:ygdy8@yg42.dydytt.net:8001/[阳光电影www.ygdy8.com]..生化危机：终章.BD.720p.国英双语.中英双字幕.mkv
摆渡人,2016,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9222/[阳光电影www.ygdy8.com].摆渡人.BD.720p.国粤双语中字.mkv
沉默,2016,0,剧情/历史,7.8,ftp://ygdy8:ygdy8@y219.dydytt.net:8248/[阳光电影www.ygdy8.com].沉默.BD.720p.中英双字幕.mkv
杀戮都市：O,2016,0,动作/动画,7.8,ftp://ygdy8:ygdy8@y153.dydytt.net:9220/[阳光电影www.ygdy8.com].杀戮都市：O.BD.720p.日语中字.mkv
星球大战外传：侠盗一号,2016,0,动作/科幻/冒险,7.3,ftp://ygdy8:ygdy8@y153.dydytt.net:9218/[阳光电影www.ygdy8.com].星球大战外传：侠盗一号.BD.720p.中英双字幕.mkv
爱国者之日,2016,0,剧情/历史/惊悚,8.0,ftp://ygdy8:ygdy8@y153.dydytt.net:9217/[阳光电影www.ygdy8.com].爱国者之日.BD.720p.中英双字幕.mkv
二十世纪女人,2016,0,剧情/喜剧,8.0,ftp://ygdy8:ygdy8@y219.dydytt.net:8247/[阳光电影www.ygdy8.com].二十世纪女人.BD.720p.中英双字幕.mkv
生化危机：终章,2016,0,动作/科幻/惊悚/恐怖,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9258/[阳光电影www.ygdy8.com].生化危机：终章.HD.720p.中英双字幕.rmvb
黑夜传说5：血战,2016,0,动作/恐怖,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8246/[阳光电影www.ygdy8.com].黑夜传说5：血战.BD.720p.中英双字幕.mkv
刺客信条,2016,0,动作/历史/科幻/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9257/[阳光电影www.ygdy8.com].刺客信条.BD.720p.中英双字幕.mkv
斯隆女士,2016,0,剧情/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8245/[阳光电影www.ygdy8.com].斯隆女士.BD.720p.中英双字幕.mkv
刺客信条,2016,0,动作/历史/科幻/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9212/[阳光电影www.ygdy8.com].刺客信条.HD.720p.中英双字幕.rmvb
The Village of No Return,2017,0,剧情/喜剧/奇幻/古装,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9255/[阳光电影www.ygdy8.com].健忘村.HD.720p.国语中字.mkv
夜色人生,2016,0,剧情/犯罪,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9211/[阳光电影www.ygdy8.com].夜色人生.HD.720p.中英双字幕.rmvb
欢乐好声音,2016,0,喜剧/动画/歌舞,8.3,ftp://ygdy8:ygdy8@y153.dydytt.net:8252/[阳光电影www.ygdy8.com].欢乐好声音.BD.720p.中英双字幕.mkv
The Verse of Us,2015,0,纪录,7.7,ftp://ygdy8:ygdy8@y219.dydytt.net:9253/[阳光电影www.ygdy8.com].我的诗篇.HD.720p.国语中字.mkv
TheInsanity,2016,0,剧情/惊悚/悬疑,7.1,ftp://ygdy8:ygdy8@y219.dydytt.net:8241/[阳光电影www.ygdy8.com].你好，疯子！.HD.720p.国语中字.mkv
Some Like It Hot,2016,0,喜剧,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8248/[阳光电影www.ygdy8.com].情圣.HD.720p.国语中字.mkv
附属美丽,2016,0,剧情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8238/[阳光电影www.ygdy8.com].附属美丽.BD.720p.中英双字幕.mkv
太空旅客,2016,0,冒险/科幻,0,ftp://ygdy8:ygdy8@yg80.dydytt.net:8011/[阳光电影www.ygdy8.com].太空旅客.BD.720p.中英双字幕.mkv
流浪猫鲍勃,2016,0,剧情/喜剧/传记,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9250/[阳光电影www.ygdy8.com].流浪猫鲍勃.BD.720p.中英双字幕.mkv
神奇动物在哪里,2016,0,剧情/奇幻/冒险,7.9,ftp://ygdy8:ygdy8@yg80.dydytt.net:8007/[阳光电影www.ygdy8.com].神奇动物在哪里.BD.720p.中英双字幕.mkv
一路顺风,2016,0,剧情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9249/[阳光电影www.ygdy8.com].一路顺风.BD.720p.国语中字.mkv
第一夫人,2016,0,剧情/传记,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9209/[阳光电影www.ygdy8.com].第一夫人.BD.720p.中英双字幕.mkv
Rail road Tigers,2016,0,喜剧/动作,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9248/[阳光电影www.ygdy8.com].铁道飞虎.HD.720p.国语中字.mkv
The Wasted Times,2016,0,剧情/动作/悬疑,7.7,ftp://ygdy8:ygdy8@y153.dydytt.net:9208/[阳光电影www.ygdy8.com].罗曼蒂克消亡史.HD.720p.国语中字.mkv
我是布莱克,2016,0,剧情,8.0,ftp://ygdy8:ygdy8@y219.dydytt.net:9247/[阳光电影www.ygdy8.com].我是布莱克.BD.720p.中英双字幕.mkv
太空旅客,2016,0,冒险/科幻,0,ftp://ygdy8:ygdy8@yg80.dydytt.net:8005/[阳光电影www.ygdy8.com].太空旅客.HD.720p.中英双字幕.rmvb
怪物召唤,2016,0,剧情/奇幻,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9245/[阳光电影www.ygdy8.com].怪物召唤.BD.720p.中英双字幕.mkv
月光男孩,2016,0,剧情,0,ftp://ygdy8:ygdy8@yg20.dydytt.net:8004/[阳光电影www.ygdy8.com].月光男孩.BD.720p.中英双字幕.mkv
海洋奇缘,2016,0,喜剧/动画/奇幻/冒险/歌舞/家庭,7.7,ftp://ygdy8:ygdy8@yg80.dydytt.net:8002/[阳光电影www.ygdy8.com].海洋奇缘.BD.720p.中英双字幕.mkv
间谍同盟,2016,0,剧情/动作/爱情/战争,0,ftp://ygdy8:ygdy8@yg20.dydytt.net:8002/[阳光电影www.ygdy8.com].间谍同盟.BD.720p.中英双字幕.mkv
奇异博士,2016,0,动作/科幻/奇幻/冒险,7.8,0
摆渡人,2016,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@yg80.dydytt.net:9001/[阳光电影www.ygdy8.com].摆渡人.HD.720p.国粤双语中字.mkv
血战钢锯岭,2016,0,剧情/传记/动作/历史/战争,8.7,ftp://ygdy8:ygdy8@y153.dydytt.net:9206/[阳光电影www.ygdy8.com].血战钢锯岭.BD.720p.国英双语.中英双字幕.mkv
夜行动物,2016,0,剧情/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8234/[阳光电影www.ygdy8.com].夜行动物.BD.720p.中英双字幕.mkv
黑夜传说5：血战,2016,0,动作/恐怖,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9205/[阳光电影www.ygdy8.com].黑夜传说5：血战.HD.720p.中英双字幕.rmvb
所以……和黑粉结婚了,2016,0,喜剧/爱情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8233/[阳光电影www.ygdy8.com].所以……和黑粉结婚了.BD.720p.国语中字.mkv
海边的曼彻斯特,2016,0,剧情,8.6,ftp://ygdy8:ygdy8@y153.dydytt.net:9204/[阳光电影www.ygdy8.com].海边的曼彻斯特.BD.720p.中英双字幕.mkv
十字追杀令2,2017,0,动作,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8232/[阳光电影www.ygdy8.com].十字追杀令2.BD.720p.中英双字幕.mkv
血战钢锯岭,2016,0,剧情/传记/动作/历史/战争,8.7,ftp://ygdy8:ygdy8@y153.dydytt.net:8241/[阳光电影www.ygdy8.com].血战钢锯岭.BD.720p.中英双字幕.mkv
夜行动物,2016,0,剧情/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9243/[阳光电影www.ygdy8.com].夜行动物.HD.720p.中英双字幕.rmvb
奇异博士,2016,0,动作/科幻/奇幻/冒险,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8230/[阳光电影www.ygdy8.com].奇异博士.HD.1080p.国语中字.mkv
One Night Only,2016,0,爱情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8227/[阳光电影www.ygdy8.com].天亮之前.BD.720p.国粤双语中字.mkv
柏林孤影,2016,0,剧情/传记/历史/战争,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9242/[阳光电影www.ygdy8.com].柏林孤影.BD.720p.中英双字幕.mkv
战前童年,2016,0,剧情/悬疑/恐怖,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9201/[阳光电影www.ygdy8.com].战前童年.BD.720p.中英双字幕.mkv
降临,2016,0,剧情/科幻,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9241/[阳光电影www.ygdy8.com].降临.BD.720p.中英双字幕.mkv
比利·林恩的中场战事,2016,0,剧情/战争,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9200/[阳光电影www.ygdy8.com].比利·林恩的中场战事.BD.720p.中英双字幕.mkv
怪物召唤,2016,0,剧情/奇幻,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9199/[阳光电影www.ygdy8.com].怪物召唤.HD.720p.中英双字幕.rmvb
路易·德拉克斯的第九条命,2016,0,悬疑/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9240/[阳光电影www.ygdy8.com].路易·德拉克斯的第九条命.BD.720p.中英双字幕.mkv
蜡笔小新：梦境世界大突击,2016,0,喜剧/动画,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9239/[阳光电影www.ygdy8.com].蜡笔小新：梦境世界大突击.BD.720p.日国粤三语中字.mkv
大洋之间的灯光,2016,0,剧情/爱情,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9238/[阳光电影www.ygdy8.com].大洋之间的灯光.BD.720p.中英双字幕.mkv
Sword Master,2016,0,剧情/动作/武侠/古装,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9196/[阳光电影www.ygdy8.com].三少爷的剑.BD.720p.国语中字.mkv
冲天火,2016,0,动作/悬疑,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8226/[阳光电影www.ygdy8.com].冲天火.HD.720p.国语中字.mkv
检察官外传,2016,0,喜剧/犯罪,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8235/[阳光电影www.ygdy8.com].检察官外传.BD.720p.韩语中字.mkv
I Am Not Madame Bovary,2016,0,剧情/喜剧,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8234/[阳光电影www.ygdy8.com].我不是潘金莲.HD.720p.国语中字.mkv
Blood of Youth,2016,0,犯罪/悬疑/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8223/[阳光电影www.ygdy8.com].少年.HD.720p.国语中字.mkv
侠探杰克：永不回头,2016,0,剧情/动作/犯罪/悬疑/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8222/[阳光电影www.ygdy8.com].侠探杰克：永不回头.BD.720p.中英双字幕.mkv
天赐之女,2016,0,剧情/惊悚/恐怖,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9236/[阳光电影www.ygdy8.com].天赐之女.BD.720p.中英双字幕.mkv
仁川登陆作战,2016,0,剧情/战争,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9193/[阳光电影www.ygdy8.com].仁川登陆作战.BD.720p.韩语中字.mkv
侠探杰克：永不回头,2016,0,剧情/动作/犯罪/悬疑/惊悚,0,ftp://ygdy8:ygdy8@y219.dydytt.net:9235/[阳光电影www.ygdy8.com].侠探杰克：永不回头.HD.720p.中英双字幕.rmvb
Operation Mekong,2016,0,动作/犯罪,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9190/[阳光电影www.ygdy8.com].湄公河行动.BD.720p.国语中字.mkv
犯罪大师,2016,0,喜剧/动作/犯罪,0,ftp://ygdy8:ygdy8@y153.dydytt.net:9189/[阳光电影www.ygdy8.com].犯罪大师.BD.720p.中英双字幕.mkv
Sword Master,2016,0,剧情/动作/武侠/古装,0,ftp://ygdy8:ygdy8@y219.dydytt.net:8220/[阳光电影www.ygdy8.com].三少爷的剑.HD.720p.国语中字.mkv
Mission Milano,2016,0,喜剧/动作/冒险,0,ftp://ygdy8:ygdy8@y153.dydytt.net:8232/[阳光电影www.ygdy8.com].王牌逗王牌.BD.720p.国粤双语中字.mkv
